,_id,street_name,num_nearby,nb_best,nb_best_dist,nb_worst,nb_worst_dist
159,55e8e2ebb1c8a71ef4e10e3e,Brückenstraße,1,Brückenstraße,0.0,Brückenstraße,0.0
160,55e8e2ebb1c8a71ef4e10e3f,Kötzschenbrodaer Straße,1,Kötzschenbrodaer Straße,0.0,Kötzschenbrodaer Straße,0.0
161,55e8e2ebb1c8a71ef4e10e41,Dresdner Straße,1,Dresdner Straße,0.0,Dresdner Straße,0.0
162,55e8e2ebb1c8a71ef4e10e42,Am Mittelfeld,2,Am Mittelfeld,0.0,Brückenstraße,13.0
163,55e8e2ebb1c8a71ef4e10e45,Am Mittelfeld,1,Am Mittelfeld,0.0,Am Mittelfeld,0.0
164,55e8e2ebb1c8a71ef4e10e48,Am Mittelfeld,1,Am Mittelfeld,0.0,Am Mittelfeld,0.0
165,55e8e2ebb1c8a71ef4e10e4a,Serkowitzer Straße,1,Serkowitzer Straße,0.0,Serkowitzer Straße,0.0
166,55e8e2ebb1c8a71ef4e10e4b,Am Mittelfeld,1,Am Mittelfeld,0.0,Am Mittelfeld,0.0
167,55e8e2ebb1c8a71ef4e10e4d,Am Mittelfeld,2,Am Mittelfeld,0.0,Serkowitzer Straße,15.0
168,55e8e2ebb1c8a71ef4e10e4f,Dresdner Straße,1,Dresdner Straße,0.0,Dresdner Straße,0.0
169,55e8e2ebb1c8a71ef4e10e50,Brückenstraße,1,Brückenstraße,0.0,Brückenstraße,0.0
170,55e8e2ebb1c8a71ef4e10e52,Brückenstraße,1,Brückenstraße,0.0,Brückenstraße,0.0
171,55e8e2ebb1c8a71ef4e10e54,Brückenstraße,1,Brückenstraße,0.0,Brückenstraße,0.0
